candidate_id,english,us_auth,license_three_years,dot_cert,clean_criminal_record,weight_acceptance,truck_xp,pkg_delv_xp,marijuana,start_timeframe,weekly_avalibility,clean_driving_record,resume_url,created_at,previous_xp_description,truck_xp_desc
323,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 0:38:21,260 stops USPS,"Tow trucks , box trucks"
324,True,True,True,False,False,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 1:13:53,I was worked in amazon drive i have experience to how do the drive packages,
326,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 1:47:36,,I drive/clean/rent 10’-26’ vans for uhaul
327,True,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 1:47:51,"I worked as a delivery van driver in Russia 1.5 years , and I did car parts deliveries","Peugeot expert, Mercedes sprinter 3500"
328,True,True,True,False,True,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 2:14:19,,
329,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",False,,1/14/2025 2:14:52,,I have driven larger Pickup trucks delivering pallets
330,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Friday, Sunday, Thursday, Saturday",True,,1/14/2025 2:21:30,,
331,True,True,False,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Wednesday, Tuesday, Monday, Thursday, Friday, Saturday",True,,1/14/2025 2:25:58,,
332,True,True,True,False,True,True,False,False,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 2:31:39,,
333,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 2:32:56,"Around 80-120, personal packages or boxes",Stepvans are what I usually drived
334,True,True,True,False,True,True,True,False,No - I do not consume marijuana,Four (4) or more weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 2:36:47,,"Trucks, Vans I’m very familiar with driving these vehicles as I’ve drove a lot of them in previous jobs."
335,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",False,,1/14/2025 2:40:11,,
336,True,True,True,False,True,True,False,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 2:41:08,I worked for doordash for a few months. Food was mostly the cargo,
337,True,True,True,False,True,True,False,True,No - I do not consume marijuana,Two (2) weeks from now,"Saturday, Sunday",True,,1/14/2025 2:41:28,"Doordash Delivery Driver: 10-20 stops per day, Delicate hot/cold food",
338,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 2:42:23,,
340,True,True,True,False,True,True,False,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 2:51:53,10-100,
341,True,True,True,False,True,True,False,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 2:53:52,Worked for USPS as a CCA,
342,True,True,True,False,True,True,False,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Wednesday, Tuesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 2:57:51,100 plus,
343,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 3:23:22,,
344,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Friday, Sunday, Thursday, Saturday, Wednesday",True,,1/14/2025 4:22:55,I have worked seasonal position doing package delivery for UPS. I have also worked for Amazon flex and currently doing Instacart. My experience with deliveries started in 2017 and continues through today,
345,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 6:38:49,most stop I did was 150.. Cargo was a sprinter and P1000,I've driven P1000 step van sprinter and box truck
346,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Thursday, Wednesday, Tuesday, Saturday",True,,1/14/2025 6:59:07,,
347,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Friday, Saturday, Sunday",True,,1/14/2025 7:02:11,,I have experience with big Home Depot box trucks that are usually put out for rent. I also have experience driving very long trucks and trucks with long platforms
348,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 7:02:36,Pepsico also Amazon and Amy trucking several stops,Class a tractor trailer box truck as well as cargo van very similar
351,True,True,True,False,False,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 8:09:53,,
352,True,True,True,False,True,True,True,True,Yes - I consume marijuana for medical reasons,As soon as possible,"Wednesday, Thursday, Friday, Saturday, Sunday, Monday, Tuesday",True,,1/14/2025 8:41:15,"80 stops
Food and Drink delivery",Ford cargo van
353,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 9:05:54,I worked as a  Amazon Delivery Driver and at the time I was 200+ stops.,
354,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 10:19:38,I was working as delivery driver with Tobacco Cartel I was delivering cigarette and some other stuff for smoke shops and I always worked as Uber and Lyft driver too and some times I used Amazan flex to deliver packages I don't have problem map and driving,
355,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 12:36:34,"It varied. 65-195 stops a day.
Cargo amazon van, RamProsmaster Van",
356,False,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Thursday, Friday, Saturday, Monday",True,,1/14/2025 12:59:20,I am working in Saudia arbia delivry agriculture  material,I am driving in Saudia this trelor and 26 ton material loding in sabic company in dammam and deliver to 1500 km  this truck capacity loding is 26 ton and mt truck weait 16.5 ton
357,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Thursday, Sunday, Friday, Saturday",True,,1/14/2025 13:18:55,"Cargo antique,fragile
Stops 20  to 30 daily 5 days a week","Vans, box trucks,forklifts,"
358,True,True,True,False,True,True,False,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 15:24:06,Only about 5 stops depending on who bought from our small family owned buisness I would deliver bicycles and scooters. Also always loading and unloading packages size of bikes or bigger,
359,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 15:28:16,,I have driven rental trucks before and normal suv’s
360,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 16:05:57,200 IC Smart Post Ground Etc,P2000 With Grond Delivery Home Delivery
361,True,True,True,False,True,True,True,False,No - I do not consume marijuana,Four (4) or more weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 16:06:21,,tengo experiencia
363,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 16:31:29,"FedEx, Amazon, 150 stops daily. Packages up to 100 pounds","Box truck, military truck, cargo van"
364,True,True,True,False,True,True,False,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 16:55:59,Amazon 120 stops,
365,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 17:07:44,350 stops delivering  newspapers,Extended  cargo vans and 20 ft box trucks
367,True,True,True,False,True,True,True,True,Yes - I consume marijuana for medical reasons,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 18:04:22,"150 to 190 depending on the packages , stops and access situations that go on out in the field .","sprinter , side step . no experience with the box van but I am open to it ."
368,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 18:05:41,"Between 80 to 100
General goods",P1000 and van
369,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 19:05:48,"Driving 24ft box truck, drop off pallet orders to customers",24ft box truck
370,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 19:27:18,,
371,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 19:37:07,110 stops cable products,Box truck
372,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 19:43:14,,
373,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Wednesday, Friday, Tuesday, Thursday, Saturday, Sunday",True,,1/14/2025 19:43:38,50 stops/ rims,Class b trucking license with air brakes and hazmat endorsements
374,True,True,True,False,True,True,False,True,Yes - I consume marijuana for medical reasons,As soon as possible,"Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 19:44:09,I work for Uber for the past two years Uber eats,
375,True,True,True,False,True,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Thursday, Wednesday, Friday, Saturday",True,,1/14/2025 19:46:06,,
376,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Sunday",True,,1/14/2025 19:59:18,The most stops I've had was 205 but on a daily average 165 in a regular cargo amazon van.,I was trained in CDV's and Box Trucks
377,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 20:10:14,Courier driver,Cargo box trucks basically everything
378,True,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 20:59:43,5 stop Fed Ex Cargo,Fed Ex van
379,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 21:04:52,Amazon,Garbage truck
380,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Saturday, Friday, Thursday, Wednesday, Tuesday, Monday",True,,1/14/2025 22:15:06,"Amazon Delivery Driver, 200+ stops and 5 days a week.",Amazon vans and the step vans
381,True,True,True,False,True,True,False,True,No - I do not consume marijuana,Four (4) or more weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 22:17:42,"120 stops, regular sized delivery packages",
382,True,True,True,False,False,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/14/2025 22:22:01,About a 130 stops a day the cargo was minimum size packages,4x4 truck excavator
383,True,True,False,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/14/2025 22:25:03,,
384,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Saturday, Friday, Sunday",True,,1/14/2025 22:27:27,,"Uhauls, Church Vans, Food Trucks, Buses"
385,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 22:39:35,4 to 5,
386,True,True,True,False,False,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/14/2025 23:05:31,I worked and maintained a delivery truck delivering more than 20 deliveries a day driving,Flat face truck with a detachable box And a 5 speed Isuzu truck
387,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Saturday, Friday, Sunday",True,,1/14/2025 23:31:14,,
388,False,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Monday, Thursday, Friday",True,,1/15/2025 0:27:53,"I worked for DoorDash, if that counts.","I worked in construction, and I often rode on a construction bus"
390,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Tuesday, Monday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 1:18:08,I’ve delivered with Amazon for about five years,"Cargo van, step van"
391,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 1:43:39,Michelin star logistics,Step van
392,True,True,True,False,True,True,False,False,No - I do not consume marijuana,Four (4) or more weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 1:43:50,,
393,True,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Wednesday, Tuesday, Sunday, Thursday, Friday, Saturday",True,,1/15/2025 1:57:17,70-80,car
394,True,True,True,False,True,True,False,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 3:08:14,"Between 8 to 20 stops. Mostly food, occasionally car parts.",
395,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 3:38:10,I have done Uber eats for a couple years,
396,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 3:44:22,"Delivery driver at pacific seafood, delivered seafood and meat products to various stores and restaurants. Aramark Uniform services, Delivered linen and work Uniforms to various customers",Experience with step van/ box truck/utility truck/ Bobtail
397,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Thursday, Friday, Saturday, Monday, Sunday",True,,1/15/2025 3:48:54,I did Uber eats or DoorDash delivery,
398,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 3:48:59,"My most recent job was at eco thrift as a driver we used to pick up about 45 daily donations, donations would include heavy boxes full of toys , dishes etc , furniture items and at the end of the day I would have to go to the store and unload everything onto carts that they had for the donations",22 ft box truck and 16’ izusu
400,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Friday, Thursday, Saturday",True,,1/15/2025 4:21:10,Tesla (Auto Parts),Box trucks of all sorts
401,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 4:37:20,12 stops,"Box truck, Mack truck"
402,True,True,True,False,True,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 4:43:47,,
403,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 5:12:30,,
404,True,True,True,False,True,True,True,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 8:08:03,200 stops - amazon packages,"Experience in step vans, cargo vans, trailer trucks, uhaul van/trucks,"
405,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Tuesday, Monday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 8:45:33,,
406,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 9:37:04,10 box truck,box truck
407,True,True,True,False,True,True,True,False,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 10:26:34,,"Mid size Diesel International 30ft 
Lift Gate Non Commercial Truck"
411,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Thursday, Tuesday",True,,1/15/2025 16:46:42,,Minivan
412,True,True,True,False,False,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 16:52:12,,
413,True,True,True,False,True,True,True,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Wednesday, Friday, Saturday, Sunday",True,,1/15/2025 16:58:02,I am currently an Amazon Delivery Driver. On average I deliver 300 packages per day ranging from 10lbs to 100+lbs with approximately 190 stops.,I have only Driven a Cargo Van but I have high interest in driving a step van.
415,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 17:06:52,I would do over 175 stops per day,P1200 refer trucks box trucks cargo vans
416,True,True,True,False,True,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Wednesday, Friday, Thursday, Tuesday, Saturday, Sunday",True,,1/15/2025 18:04:12,,
417,True,True,False,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 18:06:25,,
420,True,True,True,False,False,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 18:40:19,I worked for fed Ex freight as a Forklift Driver and worked for Dependable Highway Express as and OS&D Clerk,"I recently worked for Loomis as an Armed Driver, Driving Armor Trucks"
421,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Wednesday, Tuesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 18:44:24,,A GMC flatbed truck about maybe a couple feet smaller
422,True,True,False,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 18:48:51,,truck experience refer & dry van
423,True,True,True,False,False,True,False,True,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday",True,,1/15/2025 19:24:51,Anywhere from 140-180 stops ; Amazon packages.,
425,True,True,True,False,True,True,True,True,Yes - I consume marijuana for medical reasons,As soon as possible,"Wednesday, Thursday, Friday, Tuesday, Saturday",True,,1/15/2025 20:05:48,15 to 20 stops a day and the cargo was vehicle front and back windshields driver and passenger side windows rear view mirrors,All vehicles had support beams to hold windows in place I drove Trucks vans and a box car
426,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 20:17:40,Picked up packages and aluminum patio cover material on flatbed trailer,U-Haul similar vehicles
427,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Sunday",True,,1/15/2025 20:38:30,,
428,True,True,True,False,True,True,False,False,No - I do not consume marijuana,Two (2) weeks from now,"Tuesday, Wednesday, Sunday, Saturday, Friday, Thursday",True,,1/15/2025 20:50:29,,
429,True,True,True,False,False,True,False,True,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 21:09:58,12,
430,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 21:10:06,"40 
Food and packages",
431,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 21:14:15,,Cleaning truck for French cleaning company
433,True,True,False,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 21:15:36,4-7,
434,True,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 21:17:43,I did 40 stops in each day,Sprinter van
435,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Sunday",True,,1/15/2025 21:18:44,,
437,True,True,True,False,True,True,False,False,Yes - I consume marijuana for medical reasons,Two (2) weeks from now,"Friday, Saturday, Monday, Tuesday, Thursday, Wednesday, Sunday",True,,1/15/2025 21:22:23,,
438,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 21:23:49,,
439,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Saturday, Friday, Sunday",True,,1/15/2025 21:24:34,,
440,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Saturday, Thursday, Friday, Wednesday, Tuesday, Monday",True,,1/15/2025 21:27:09,Minimum of 100 stops in a cargo Van,
441,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/15/2025 21:29:14,,
442,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Tuesday, Monday, Wednesday, Thursday, Friday",True,,1/15/2025 21:33:52,,
443,True,True,True,False,True,True,True,False,Yes - I consume marijuana for medical reasons,Two (2) weeks from now,"Monday, Wednesday, Friday, Thursday, Tuesday, Saturday, Sunday",True,,1/15/2025 21:36:52,,I drive big 18 foot sprinters full of work material for my job
444,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 21:41:03,I gave experience in delivery since 8 years,
445,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/15/2025 21:41:38,11 stops 150 cubes a stop,Box truck 3 years
446,True,True,True,False,True,True,False,False,Yes - I consume marijuana for medical reasons,Two (2) weeks from now,"Tuesday, Wednesday, Thursday, Friday, Saturday, Monday, Sunday",True,,1/15/2025 22:15:34,,
447,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/15/2025 22:36:16,,
448,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Sunday, Saturday",True,,1/15/2025 23:34:17,160 stops packages that the customers ordered,Cargo and some training with the step van
449,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 0:37:05,Delivery driver for 8 years plus,"Box truck, commercial truck"
451,True,True,True,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday",True,,1/16/2025 4:32:39,Up to 180 stops a day,
452,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 6:50:47,dcs carrier,my car
453,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Tuesday, Wednesday, Thursday, Friday",True,,1/16/2025 11:22:12,,
455,True,True,True,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/16/2025 13:19:18,Usps box truck delivery,Box truck usps
456,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Thursday, Wednesday, Friday, Saturday, Sunday",True,,1/16/2025 14:15:25,,
457,False,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 16:00:02,,I have 25 years driving
458,False,True,False,False,False,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",False,,1/16/2025 16:30:44,"I’m wrestling players 7 years ,1 year store work everything work .",7 months
459,True,True,False,False,True,True,True,True,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 17:08:59,"5-20 stops each day
1-50 lb",trucks
460,True,True,True,False,True,True,True,False,No - I do not consume marijuana,Two (2) weeks from now,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/16/2025 17:19:14,,"I’ve driven U-hauls before, that is the closest experience I have to this kind of vehicle."
461,True,True,True,False,True,True,True,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 17:31:12,,Big Ford and chevy trucks
462,True,True,False,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/16/2025 17:48:32,Amazon,A class driver experience
463,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",True,,1/16/2025 17:55:31,delivered 30 to 50 stops a day,2 axle straight truck
465,True,True,False,False,False,True,False,False,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/16/2025 18:04:41,,
467,True,True,True,False,True,True,True,True,Yes - I consume marijuana for medical reasons,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/16/2025 19:25:24,"10/13, box truck",24ft
468,True,True,False,False,True,True,False,True,No - I do not consume marijuana,As soon as possible,"Monday, Wednesday, Thursday, Friday, Tuesday, Saturday, Sunday",True,,1/16/2025 19:47:59,10,
469,True,True,True,False,True,True,False,False,No - I do not consume marijuana,As soon as possible,"Wednesday, Thursday, Friday, Saturday, Tuesday, Sunday",True,,1/16/2025 19:48:53,,
470,True,True,True,False,True,True,True,True,No - I do not consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday",True,,1/16/2025 19:49:12,150 packages all sizes,City bus and paratransit
471,True,True,False,False,True,True,False,False,Yes - I consume marijuana for medical reasons,Four (4) or more weeks from now,"Thursday, Friday, Saturday, Sunday",False,,1/16/2025 19:54:38,,
472,True,True,True,False,True,True,False,False,Yes - I recreationally consume marijuana,As soon as possible,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",True,,1/16/2025 20:30:37,,
